1.189117319695580761e+02 6.980676328502413653e-08 1.344444444444444296e-08
1.681665840766233941e+02 3.017064846416382413e-08 7.394197952218430712e-09
2.378234639391159533e+02 1.362318840579709958e-08 3.748792270531400488e-09
3.363331681532465041e+02 6.283276450511945746e-09 1.706484641638225284e-09
4.756889740155851314e+02 3.100181050090524024e-09 6.137598068799033081e-10
6.727257985241833467e+02 1.634656423388817930e-09 1.783610755441741546e-10
9.513779480311703765e+02 7.106216053108024523e-10 7.073023536511766220e-11
1.345451597048366693e+03 3.023900981647461187e-10 3.053777208706786663e-11
1.902713851318688512e+03 1.315527387958352668e-10 1.423872038629847892e-11
2.690843733850034369e+03 6.237063906966818922e-11 5.754827696575268206e-12
3.805469747613297386e+03 2.724254998113918957e-11 2.894002263296869452e-12
5.381746928275244500e+03 1.220592157908775640e-11 1.536409709255801625e-12
7.610939495226595682e+03 5.635609204073934389e-12 6.982270841192002295e-13
1.076349385655049082e+04 2.862096559082422244e-12 3.296879167778074401e-13
1.522183694565145925e+04 1.134121729945868185e-12 1.314245836398272063e-13
2.152692825277214433e+04 5.074618903455543385e-13 5.685440311545592895e-14
3.044371593613374353e+04 2.086024953083299084e-13 2.323673365459877523e-14
4.305391596591418056e+04 9.509139042817800179e-14 1.054940951314008496e-14
6.088738982745104295e+04 3.947622797380197045e-14 4.554477854741439199e-15
8.610777247147889284e+04 1.565401786458524208e-14 1.957502425622576042e-15
1.217748216997257405e+05 4.953377892515707821e-15 7.688227181101247861e-16
1.722156044033176440e+05 2.088872958847702415e-15 3.717627053655527755e-16
2.435496013546317117e+05 7.062285087155740234e-16 1.722249793412541149e-16
3.444311493462809012e+05 3.169149389301078946e-16 9.460769481474815147e-17
4.870992447540854919e+05 5.834545056963289233e-17 3.750400060355330021e-17
6.888623581529194489e+05 3.456308106132373784e-18 1.070276042029173441e-17
