1.200000000000000000e+02 1.284722222222222256e-08 6.111111111111110136e-09
1.700000000000000000e+02 8.892733564013841703e-09 3.235294117647059572e-09
2.400000000000000000e+02 5.052083333333333491e-09 2.118055555555555359e-09
3.400000000000000000e+02 3.036332179930796199e-09 1.124567474048443060e-09
4.800000000000000000e+02 1.671006944444444346e-09 5.295138888888888397e-10
6.700000000000000000e+02 9.690354199153486767e-10 2.606371129427490446e-10
9.500000000000000000e+02 4.720221606648199429e-10 1.224376731301938988e-10
1.350000000000000000e+03 2.485596707818929870e-10 8.120713305898490779e-11
1.900000000000000000e+03 1.360110803324099807e-10 4.002770083102492796e-11
2.690000000000000000e+03 7.462583435828692740e-11 1.713630270449551331e-11
3.810000000000000000e+03 3.327339988013309261e-11 9.988908866706624425e-12
5.380000000000000000e+03 1.713630270449551654e-11 4.491369660452453216e-12
7.610000000000000000e+03 1.044686688964827662e-11 1.692219760637241461e-12
1.076000000000000000e+04 5.216898605602465728e-12 8.075828139467391801e-13
1.522000000000000000e+04 2.408823026621379780e-12 3.431925279863793120e-13
2.153000000000000000e+04 1.190833430232369985e-12 1.402249510237392917e-13
3.044000000000000000e+04 4.824121383959483649e-13 6.691175073948278427e-14
4.305000000000000000e+04 2.611554238986889399e-13 2.994654137681246771e-14
6.089000000000000000e+04 1.200239907728792432e-13 1.294640799347911093e-14
8.611000000000000000e+04 4.706718757411143729e-14 3.843595546883021622e-15
1.217700000000000000e+05 2.367153954412620851e-14 2.427850209653972238e-15
1.722200000000000000e+05 6.979160335129704048e-15 1.180051264393911742e-15
2.435500000000000000e+05 1.803879445050818557e-15 6.069127104843875555e-16
3.444300000000000000e+05 1.036819527473141889e-15 3.498212226840276013e-16
4.871000000000000000e+05 0.000000000000000000e+00 2.697389824375055583e-16
