1.189117319695580761e+02 5.869565217391303622e-08 1.289855072463767970e-08
1.681665840766233941e+02 2.520477815699658905e-08 7.240614334470990554e-09
2.378234639391159533e+02 1.082367149758453932e-08 3.689613526570047457e-09
3.363331681532465041e+02 4.784129692832764551e-09 1.681740614334471340e-09
4.756889740155851314e+02 2.335546167773083343e-09 6.015691007845502513e-10
6.727257985241833467e+02 1.237302603499786964e-09 1.680324370465215859e-10
9.513779480311703765e+02 5.175015087507542303e-10 6.394085697042847215e-11
1.345451597048366693e+03 2.083226632522407437e-10 2.663252240717030030e-11
1.902713851318688512e+03 8.619284744228159301e-11 1.221819827976460273e-11
2.690843733850034369e+03 4.217433052384507450e-11 4.435079483623171508e-12
3.805469747613297386e+03 1.841569219162580192e-11 2.323651452282157916e-12
5.381746928275244500e+03 8.391571085622832122e-12 1.302213923712990175e-12
7.610939495226595682e+03 3.949453036589966056e-12 5.771407016220294923e-13
1.076349385655049082e+04 2.183515604161109710e-12 2.747399306481728499e-13
1.522183694565145925e+04 8.727060110526412731e-13 1.095079122578697969e-13
2.152692825277214433e+04 3.954335098224884229e-13 4.705191981968766512e-14
3.044371593613374353e+04 1.615443374607455403e-13 1.907788643800865427e-14
4.305391596591418056e+04 7.568634511639693047e-14 8.808956995485493414e-15
6.088738982745104295e+04 3.187521513412581884e-14 3.898584004866157525e-15
8.610777247147889284e+04 1.274660496194023020e-14 1.722442093470657310e-15
1.217748216997257405e+05 3.883014464052056563e-15 6.929070740649055688e-16
1.722156044033176440e+05 1.728779934816494261e-15 3.470896648300810835e-16
2.435496013546317117e+05 5.928264347071643421e-16 1.638553876005087249e-16
3.444311493462809012e+05 2.851567611993421871e-16 9.269053447929510144e-17
4.870992447540854919e+05 4.875579019214095489e-17 3.513458236645940528e-17
6.888623581529194489e+05 2.055113381326267109e-18 9.923392741711300551e-18
